timestamp,latitude,longitude,speed_kmh,route_id,transport_mode,is_peak_hour,source
2026-05-13 18:16:00,45.7575214,21.2076371,0.79,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:01,45.757467,21.2075784,0.5,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:02,45.7574815,21.2076051,0.6,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:03,45.7574814,21.2076309,0.48,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:04,45.7574312,21.2076613,0.21,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:05,45.757501,21.2076715,0.52,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:06,45.7574826,21.2076375,0.18,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:07,45.7574963,21.2077345,0.4,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:08,45.7574482,21.207776,0.44,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:09,45.7573735,21.2077479,0.5,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:10,45.7574891,21.2078547,0.43,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:11,45.7574133,21.2077888,0.62,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:12,45.7573138,21.2077991,0.22,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:13,45.7573505,21.2077936,0.61,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:14,45.7573681,21.2077995,0.86,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:15,45.7573583,21.2077869,0.59,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:16,45.7574533,21.2078883,0.33,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:17,45.7574518,21.2079568,0.26,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:18,45.7574333,21.2079827,7.69,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:19,45.7574067,21.2078852,5.32,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:20,45.7573641,21.2079334,4.5,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:21,45.7573531,21.2079232,4.83,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:22,45.7574052,21.207961,6.78,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:23,45.7574083,21.2079783,7.37,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:24,45.7573626,21.2079829,5.08,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:25,45.7573005,21.2079795,7.25,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:26,45.757218,21.2080178,2.45,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:27,45.7573456,21.2080126,6.67,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:28,45.7573054,21.2080002,5.09,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:29,45.7573171,21.2080921,2.32,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:30,45.7573211,21.2080045,3.44,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:31,45.7572392,21.2080437,5.64,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:32,45.7572659,21.2080277,6.76,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:33,45.7573253,21.208185,7.1,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:34,45.7573256,21.2081966,9.61,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:35,45.7571946,21.208172,11.29,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:36,45.7572874,21.2081803,6.74,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:37,45.7573429,21.2082148,3.9,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:38,45.7572537,21.2081113,7.87,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:39,45.757206,21.2083077,6.33,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:40,45.7572414,21.208356,2.96,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:41,45.7572495,21.2082314,5.39,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:42,45.7572652,21.2082523,5.09,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:43,45.7572909,21.2083112,9.32,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:44,45.7572395,21.2083285,6.02,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:45,45.7572574,21.2083265,7.81,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:46,45.7571756,21.2084472,7.68,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:47,45.7571421,21.2083877,4.77,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:48,45.7571736,21.2083426,5.09,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:49,45.7571859,21.2084217,7.16,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:50,45.7572074,21.2084046,10.22,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:51,45.7571961,21.2083362,2.22,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:52,45.7571868,21.2084629,6.81,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:53,45.7571107,21.2084329,5.59,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:54,45.7572259,21.2084766,6.9,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:55,45.7571485,21.2084609,3.5,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:56,45.7571981,21.2084916,7.76,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:57,45.7571388,21.2085677,8.78,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:58,45.7571849,21.208625,6.45,gara_traian,tram,1,synthetic_gps
2026-05-13 18:16:59,45.7570368,21.2085542,6.1,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:00,45.7571827,21.2086572,5.45,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:01,45.7571211,21.2085847,2.09,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:02,45.7571185,21.208579,4.28,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:03,45.7570904,21.2086396,5.3,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:04,45.7570428,21.2085765,3.87,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:05,45.7571197,21.2086188,4.64,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:06,45.7570384,21.2086982,5.92,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:07,45.7570476,21.2086117,4.58,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:08,45.7570554,21.2086543,4.66,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:09,45.7571245,21.2086885,4.67,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:10,45.7570406,21.2086483,6.45,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:11,45.7570836,21.2087938,1.88,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:12,45.7569941,21.2087847,9.83,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:13,45.7570254,21.208763,8.43,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:14,45.7570506,21.2088734,9.38,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:15,45.7569841,21.2087331,9.75,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:16,45.7570345,21.2087963,6.55,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:17,45.7570976,21.2087822,6.41,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:18,45.757093,21.2088092,5.44,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:19,45.7569895,21.208836,2.39,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:20,45.7570256,21.2088883,6.75,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:21,45.7569972,21.208966,3.36,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:22,45.7568631,21.2089297,9.25,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:23,45.7569896,21.2089278,7.13,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:24,45.7569271,21.2088839,4.25,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:25,45.7568964,21.2090025,10.41,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:26,45.7569386,21.2089759,9.56,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:27,45.7569867,21.2090435,17.56,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:28,45.7569948,21.2090436,13.37,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:29,45.7570708,21.208955,5.37,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:30,45.7569682,21.2090506,13.37,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:31,45.7569635,21.209069,21.17,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:32,45.7569192,21.2091325,16.17,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:33,45.7569398,21.2091627,21.03,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:34,45.7568271,21.2091153,20.3,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:35,45.7569906,21.2090587,19.28,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:36,45.7569433,21.2091599,20.59,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:37,45.7568651,21.2091108,20.59,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:38,45.7568793,21.2092225,20.83,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:39,45.7568398,21.2091964,12.83,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:40,45.7569733,21.209172,20.83,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:41,45.7568686,21.2092208,24.29,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:42,45.7567531,21.2092386,16.29,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:43,45.7567872,21.2092985,20.34,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:44,45.7568431,21.2092547,14.47,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:45,45.7568472,21.2092702,14.28,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:46,45.7568352,21.2093223,22.28,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:47,45.7568226,21.2093615,14.28,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:48,45.7567824,21.209323,18.12,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:49,45.7567842,21.2093746,19.79,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:50,45.756828,21.209338,23.74,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:51,45.7568294,21.209316,15.74,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:52,45.7567553,21.2093291,23.74,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:53,45.7567622,21.2094087,19.81,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:54,45.7568232,21.209402,13.54,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:55,45.7567675,21.2094881,12.21,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:56,45.7567516,21.2094426,20.21,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:57,45.7568015,21.2094142,16.48,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:58,45.756801,21.2094638,24.48,gara_traian,tram,1,synthetic_gps
2026-05-13 18:17:59,45.7567343,21.2095439,21.31,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:00,45.7567899,21.2095106,25.62,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:01,45.7567572,21.2095629,17.62,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:02,45.756687,21.2095824,9.62,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:03,45.7567035,21.2095375,15.18,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:04,45.756791,21.2096079,10.91,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:05,45.7567482,21.2095717,13.66,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:06,45.756752,21.2096444,17.48,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:07,45.7566908,21.2096353,17.08,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:08,45.7567362,21.2097374,15.26,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:09,45.7567318,21.2096411,21.21,gara_traian,tram,1,synthetic_gps
2026-05-13 18:18:10,45.7566991,21.2096669,20.66,gara_traian,tram,1,synthetic_gps
