timestamp,latitude,longitude,speed_kmh,route_id,transport_mode,is_peak_hour,source
2026-05-29 18:18:00,45.7289315,21.2674077,0.54,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:01,45.729013,21.2675059,0.01,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:02,45.7289945,21.2674636,0.32,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:03,45.7290571,21.2674608,0.72,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:04,45.7291831,21.2674571,0.28,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:05,45.7291546,21.2674166,0.51,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:06,45.7290525,21.267406,0.48,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:07,45.7289058,21.2673909,0.33,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:08,45.7290804,21.2673863,0.17,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:09,45.7290863,21.2673392,0.43,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:10,45.7291286,21.2673683,0.39,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:11,45.7290295,21.2673817,0.19,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:12,45.7291086,21.2673694,0.47,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:13,45.7291501,21.2673882,0.5,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:14,45.7291281,21.267372,0.07,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:15,45.7290904,21.2673481,0.45,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:16,45.7291019,21.2673741,0.38,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:17,45.7291054,21.2673421,0.6,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:18,45.7292419,21.2673615,0.0,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:19,45.7291661,21.2673101,6.8,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:20,45.7292241,21.2673534,3.52,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:21,45.7291864,21.2673676,5.29,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:22,45.7292268,21.2673249,7.45,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:23,45.7291625,21.2672444,5.26,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:24,45.7292403,21.2672721,12.16,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:25,45.7292297,21.2673193,5.4,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:26,45.7291303,21.267341,8.64,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:27,45.7292729,21.2672395,10.88,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:28,45.7291772,21.2672408,4.18,aem_complex,tram,1,synthetic_gps
2026-05-29 18:18:29,45.7292621,21.2672307,5.51,aem_complex,tram,1,synthetic_gps
