Date,ConnType,Lat,Lon,Download Speed,Download Size,Upload Speed,Upload Size,Latency,Server,InternalIp,ExternalIp,URL
"05/21/2026, 08:05 AM",LTE,45.7550,21.2270,95.234567,140000000,25.678912,35000000,28,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500001
"05/21/2026, 08:15 AM",Nr,45.7552,21.2275,410.876543,680000000,55.123456,74000000,17,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500002
"05/21/2026, 12:10 PM",LTE,45.7554,21.2280,120.456789,180000000,30.234567,42000000,26,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500003
"05/21/2026, 12:20 PM",Nr,45.7556,21.2285,350.987654,560000000,48.456789,67000000,18,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500004
"05/21/2026, 12:30 PM",LTE,45.7558,21.2290,110.876543,160000000,28.123456,39000000,27,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500005
"05/21/2026, 17:05 PM",Nr,45.7560,21.2295,420.234567,700000000,58.123456,78000000,16,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500006
"05/21/2026, 17:15 PM",LTE,45.7562,21.2300,130.456789,200000000,32.234567,45000000,25,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500007
"05/21/2026, 17:25 PM",Nr,45.7564,21.2305,390.987654,640000000,52.456789,71000000,17,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500008
"05/21/2026, 19:00 PM",LTE,45.7566,21.2310,115.876543,170000000,29.123456,40000000,26,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500009
"05/21/2026, 19:10 PM",Nr,45.7568,21.2315,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500010
"05/21/2026, 08:05 AM",LTE,45.7550,21.2270,95.234567,140000000,25.678912,35000000,28,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500001
"05/21/2026, 08:15 AM",Nr,45.7552,21.2275,410.876543,680000000,55.123456,74000000,17,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500002
"05/21/2026, 12:10 PM",LTE,45.7554,21.2280,120.456789,180000000,30.234567,42000000,26,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500003
"05/21/2026, 12:20 PM",Nr,45.7556,21.2285,350.987654,560000000,48.456789,67000000,18,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500004
"05/21/2026, 12:30 PM",LTE,45.7558,21.2290,110.876543,160000000,28.123456,39000000,27,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500005
"05/21/2026, 17:05 PM",Nr,45.7560,21.2295,420.234567,700000000,58.123456,78000000,16,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500006
"05/21/2026, 17:15 PM",LTE,45.7562,21.2300,130.456789,200000000,32.234567,45000000,25,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500007
"05/21/2026, 17:25 PM",Nr,45.7564,21.2305,390.987654,640000000,52.456789,71000000,17,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500008
"05/21/2026, 19:00 PM",LTE,45.7566,21.2310,115.876543,170000000,29.123456,40000000,26,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500009
"05/21/2026, 19:10 PM",Nr,45.7568,21.2315,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.115.66,86.124.49.44,https://www.speedtest.net/my-result/a/11640500010
"05/21/2026, 08:30 AM",LTE,45.7575,21.2290,95.234567,140000000,25.678912,35000000,28,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520001
"05/21/2026, 08:40 AM",Nr,45.7577,21.2295,410.876543,680000000,55.123456,74000000,17,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520002
"05/21/2026, 12:40 PM",LTE,45.7579,21.2300,120.456789,180000000,30.234567,42000000,26,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520003
"05/21/2026, 12:50 PM",Nr,45.7581,21.2305,350.987654,560000000,48.456789,67000000,18,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520004
"05/21/2026, 13:00 PM",LTE,45.7583,21.2310,110.876543,160000000,28.123456,39000000,27,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520005
"05/21/2026, 17:40 PM",Nr,45.7585,21.2315,420.234567,700000000,58.123456,78000000,16,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520006
"05/21/2026, 17:50 PM",LTE,45.7587,21.2320,130.456789,200000000,32.234567,45000000,25,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520007
"05/21/2026, 18:00 PM",Nr,45.7589,21.2325,390.987654,640000000,52.456789,71000000,17,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520008
"05/21/2026, 19:20 PM",LTE,45.7591,21.2330,115.876543,170000000,29.123456,40000000,26,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520009
"05/21/2026, 19:30 PM",Nr,45.7593,21.2335,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.115.88,86.124.49.66,https://www.speedtest.net/my-result/a/11640520010
"05/21/2026, 08:15 AM",LTE,45.7590,21.2295,90.234567,130000000,24.678912,34000000,29,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530001
"05/21/2026, 08:25 AM",Nr,45.7588,21.2300,420.876543,700000000,58.123456,78000000,16,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530002
"05/21/2026, 12:20 PM",LTE,45.7586,21.2305,115.456789,170000000,29.234567,40000000,27,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530003
"05/21/2026, 12:30 PM",Nr,45.7584,21.2310,360.987654,580000000,49.456789,68000000,18,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530004
"05/21/2026, 12:40 PM",LTE,45.7582,21.2315,110.876543,160000000,28.123456,39000000,28,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530005
"05/21/2026, 17:20 PM",Nr,45.7580,21.2320,400.234567,680000000,55.123456,74000000,17,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530006
"05/21/2026, 17:30 PM",LTE,45.7578,21.2325,125.456789,190000000,31.234567,44000000,26,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530007
"05/21/2026, 17:40 PM",Nr,45.7576,21.2330,390.987654,640000000,52.456789,71000000,17,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530008
"05/21/2026, 19:10 PM",LTE,45.7574,21.2335,115.876543,170000000,29.123456,40000000,27,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530009
"05/21/2026, 19:20 PM",Nr,45.7572,21.2340,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.115.99,86.124.49.77,https://www.speedtest.net/my-result/a/11640530010
"05/21/2026, 08:35 AM",LTE,45.7190,21.2300,85.234567,120000000,22.678912,30000000,29,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540001
"05/21/2026, 08:45 AM",Nr,45.7192,21.2305,390.876543,640000000,52.123456,71000000,18,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540002
"05/21/2026, 12:50 PM",LTE,45.7194,21.2310,115.456789,170000000,29.234567,40000000,27,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540003
"05/21/2026, 13:00 PM",Nr,45.7196,21.2315,350.987654,560000000,48.456789,67000000,17,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540004
"05/21/2026, 13:10 PM",LTE,45.7198,21.2320,105.876543,160000000,27.123456,38000000,28,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540005
"05/21/2026, 17:50 PM",Nr,45.7200,21.2325,420.234567,700000000,58.123456,78000000,16,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540006
"05/21/2026, 18:00 PM",LTE,45.7202,21.2330,125.456789,190000000,31.234567,44000000,26,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540007
"05/21/2026, 18:10 PM",Nr,45.7204,21.2335,400.987654,680000000,55.456789,74000000,17,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540008
"05/21/2026, 19:30 PM",LTE,45.7206,21.2340,110.876543,160000000,28.123456,39000000,27,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540009
"05/21/2026, 19:40 PM",Nr,45.7208,21.2345,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.116.11,86.124.49.88,https://www.speedtest.net/my-result/a/11640540010
"05/21/2026, 08:20 AM",LTE,45.7080,21.2000,80.234567,110000000,21.678912,29000000,30,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550001
"05/21/2026, 08:30 AM",Nr,45.7082,21.2005,370.876543,620000000,51.123456,70000000,18,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550002
"05/21/2026, 12:20 PM",LTE,45.7084,21.2010,110.456789,160000000,28.234567,38000000,27,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550003
"05/21/2026, 12:30 PM",Nr,45.7086,21.2015,340.987654,540000000,47.456789,65000000,17,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550004
"05/21/2026, 12:40 PM",LTE,45.7088,21.2020,100.876543,150000000,26.123456,36000000,28,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550005
"05/21/2026, 17:20 PM",Nr,45.7090,21.2025,410.234567,680000000,55.123456,74000000,16,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550006
"05/21/2026, 17:30 PM",LTE,45.7092,21.2030,120.456789,180000000,30.234567,42000000,26,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550007
"05/21/2026, 17:40 PM",Nr,45.7094,21.2035,380.987654,640000000,52.456789,71000000,17,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550008
"05/21/2026, 19:10 PM",LTE,45.7096,21.2040,115.876543,170000000,29.123456,40000000,27,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550009
"05/21/2026, 19:20 PM",Nr,45.7098,21.2045,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.116.22,86.124.49.99,https://www.speedtest.net/my-result/a/11640550010
"05/14/2026, 08:10 AM",LTE,45.7910,21.2500,95.234567,140000000,25.678912,35000000,28,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560001
"05/14/2026, 08:20 AM",Nr,45.7912,21.2505,420.876543,700000000,58.123456,78000000,16,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560002
"05/14/2026, 12:15 PM",LTE,45.7914,21.2510,115.456789,170000000,29.234567,40000000,27,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560003
"05/14/2026, 12:25 PM",Nr,45.7916,21.2515,360.987654,580000000,49.456789,68000000,18,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560004
"05/14/2026, 12:35 PM",LTE,45.7918,21.2520,110.876543,160000000,28.123456,39000000,28,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560005
"05/14/2026, 17:10 PM",Nr,45.7920,21.2525,400.234567,680000000,55.123456,74000000,17,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560006
"05/14/2026, 17:20 PM",LTE,45.7922,21.2530,125.456789,190000000,31.234567,44000000,26,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560007
"05/14/2026, 17:30 PM",Nr,45.7924,21.2535,390.987654,640000000,52.456789,71000000,17,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560008
"05/14/2026, 19:05 PM",LTE,45.7926,21.2540,115.876543,170000000,29.123456,40000000,27,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560009
"05/14/2026, 19:15 PM",Nr,45.7928,21.2545,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.116.33,86.124.50.11,https://www.speedtest.net/my-result/a/11640560010
"05/14/2026, 08:05 AM",LTE,45.7070,21.3400,85.234567,120000000,22.678912,30000000,29,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570001
"05/14/2026, 08:17 AM",Nr,45.7072,21.3410,390.876543,640000000,52.123456,71000000,18,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570002
"05/14/2026, 08:29 AM",LTE,45.7074,21.3420,115.456789,170000000,29.234567,40000000,27,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570003
"05/14/2026, 12:07 PM",Nr,45.7076,21.3430,350.987654,560000000,48.456789,67000000,17,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570004
"05/14/2026, 12:19 PM",LTE,45.7078,21.3440,105.876543,160000000,27.123456,38000000,28,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570005
"05/14/2026, 12:33 PM",Nr,45.7080,21.3450,420.234567,700000000,58.123456,78000000,16,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570006
"05/14/2026, 17:12 PM",LTE,45.7082,21.3460,125.456789,190000000,31.234567,44000000,26,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570007
"05/14/2026, 17:26 PM",Nr,45.7084,21.3470,400.987654,680000000,55.456789,74000000,17,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570008
"05/14/2026, 19:03 PM",LTE,45.7086,21.3480,110.876543,160000000,28.123456,39000000,27,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570009
"05/14/2026, 19:18 PM",Nr,45.7088,21.3490,405.234567,660000000,54.345678,73000000,16,Timisoara,10.210.116.44,86.124.50.22,https://www.speedtest.net/my-result/a/11640570010




