Date,ConnType,Lat,Lon,Download Speed,Download Size,Upload Speed,Upload Size,Latency,Server,InternalIp,ExternalIp,URL
"05/29/2026, 6:18 PM",Nr,45.7480954,21.249863,371.473744,565880560,47.38356,79308600,18,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648362508
"05/29/2026, 6:17 PM",Nr,45.7480954,21.249863,175.310464,290097864,33.92172,55658679,18,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648361212
"05/29/2026, 6:16 PM",Nr,45.7484656,21.2532783,360.81296,393429519,47.254168,72632896,19,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648359864
"05/29/2026, 6:16 PM",Nr,45.7484656,21.2532783,551.091904,911496418,65.511704,66670744,18,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648358763
"05/29/2026, 6:15 PM",Nr,45.7484656,21.2532783,567.278944,918590979,78.66844,102445462,19,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648357671
"05/29/2026, 6:14 PM",Nr,45.7484656,21.2532783,545.65452,873072424,73.395224,121622109,19,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648356369
"05/29/2026, 6:14 PM",Nr,45.7484656,21.2532783,573.46624,574985280,71.43784,70569520,15,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648355053
"05/29/2026, 6:13 PM",Nr,45.7480276,21.2519619,330.21448,533272984,76.455928,83336176,17,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648354080
"05/29/2026, 6:13 PM",Nr,45.7418063,21.2558312,388.261176,604821952,66.95248,104953968,17,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648352907
"05/29/2026, 6:12 PM",Nr,45.7418063,21.2558312,386.34832,643716824,65.650256,59111472,17,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648351632
"05/29/2026, 6:11 PM",Nr,45.7418063,21.2558312,306.718336,406133784,63.05628,105865872,19,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648350554
"05/29/2026, 6:11 PM",Nr,45.7418063,21.2558312,356.132976,507932151,51.503488,60224304,18,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648349283
"05/29/2026, 6:10 PM",Nr,45.7418063,21.2558312,210.597384,307706832,41.307968,35150808,19,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648348079
"05/29/2026, 6:09 PM",Nr,45.7396177,21.2567271,193.48936,270549320,64.819952,98910672,19,Cluj-Napoca,10.118.142.161,46.97.171.236,https://www.speedtest.net/my-result/a/11648346923
"05/21/2026, 5:20 PM",Nr,45.7442664,21.2417996,33.226576,41911520,12.530168,21849632,26,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632352025
"05/21/2026, 5:19 PM",Nr,45.7442664,21.2417996,24.722376,30197507,7.345704,12120080,19,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632350477
"05/21/2026, 5:19 PM",Nr,45.7432276,21.2468377,6.87444,10071928,3.9236,3853696,21,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632349027
"05/21/2026, 5:18 PM",Nr,45.7433202,21.2467069,15.665728,21982433,7.495184,10802456,20,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632347568
"05/21/2026, 5:17 PM",Nr,45.740218,21.2497828,284.399016,455522144,4.04316,6298320,17,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632346213
"05/21/2026, 5:17 PM",Nr,45.740218,21.2497828,370.212368,617090105,39.289632,25721360,21,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632344498
"05/21/2026, 5:16 PM",Nr,45.740218,21.2497828,132.362176,193594825,10.934592,17645600,19,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632343361
"05/21/2026, 5:15 PM",Nr,45.7370081,21.2514837,281.376064,346548586,25.607216,43193080,29,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632341848
"05/21/2026, 5:15 PM",Nr,45.7303633,21.2647714,248.767016,257206928,23.319632,38167304,18,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632340423
"05/21/2026, 5:14 PM",Nr,45.7303633,21.2647714,353.414712,533927856,56.534448,91479815,17,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632339105
"05/21/2026, 5:13 PM",Nr,45.7303633,21.2647714,309.402184,516556296,63.226216,87275743,18,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632337713
"05/21/2026, 5:12 PM",Nr,45.7303633,21.2647714,353.192624,479485646,79.026264,83290711,22,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632334464
"05/21/2026, 5:10 PM",Nr,45.7303633,21.2647714,495.76588,771138922,108.295984,102424797,19,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632331543
"05/21/2026, 5:09 PM",Nr,45.7303633,21.2647714,377.315864,579153248,74.899864,64021328,17,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632329761
"05/21/2026, 5:09 PM",Nr,45.7303633,21.2647714,290.906936,454215802,62.430016,107512405,19,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632328616
"05/21/2026, 5:08 PM",Nr,45.7304721,21.2643101,387.299608,364459256,65.44084,111300812,16,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632326281
"05/21/2026, 5:07 PM",Nr,45.7328213,21.2657742,423.178672,603174296,73.274232,64390576,20,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632324490
"05/21/2026, 5:05 PM",Nr,45.7328213,21.2657742,623.983312,689258496,108.618936,96001080,19,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632319949
"05/21/2026, 5:03 PM",Nr,45.7328213,21.2657742,425.072976,719913874,77.105904,70561792,18,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632317176
"05/21/2026, 5:03 PM",Nr,45.7328213,21.2657742,382.302592,558441568,63.411776,53226600,20,Cluj-Napoca,10.209.197.77,46.97.169.245,https://www.speedtest.net/my-result/a/11632315582
