Date,ConnType,Lat,Lon,Download Speed,Download Size,Upload Speed,Upload Size,Latency,Server,InternalIp,ExternalIp,URL
"05/29/2026, 5:10 PM",Nr,45.7590,21.2295,210.345678,320000000,28.456789,40000000,20,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100001
"05/29/2026, 5:11 PM",Nr,45.7580,21.2320,245.987654,360000000,32.123456,45000000,19,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100002
"05/29/2026, 5:12 PM",Nr,45.7570,21.2345,310.876543,480000000,41.234567,58000000,18,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100003
"05/29/2026, 5:13 PM",Nr,45.7560,21.2370,275.234567,430000000,36.123456,52000000,19,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100004
"05/29/2026, 5:14 PM",Nr,45.7550,21.2395,190.456789,290000000,25.678912,35000000,21,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100005
"05/29/2026, 5:15 PM",Nr,45.7540,21.2420,220.876543,330000000,31.234567,42000000,20,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100006
"05/29/2026, 5:16 PM",Nr,45.7530,21.2445,310.234567,490000000,42.345678,60000000,18,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100007
"05/29/2026, 5:17 PM",Nr,45.7520,21.2470,275.987654,450000000,38.123456,54000000,19,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100008
"05/29/2026, 5:18 PM",Nr,45.7510,21.2495,350.876543,560000000,48.456789,67000000,17,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100009
"05/29/2026, 5:19 PM",Nr,45.7500,21.2520,410.234567,690000000,56.123456,75000000,16,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100010
"05/29/2026, 5:20 PM",Nr,45.7490,21.2545,380.987654,640000000,52.345678,72000000,17,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100011
"05/29/2026, 5:21 PM",Nr,45.7480,21.2570,295.456789,460000000,39.678912,56000000,19,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100012
"05/29/2026, 5:22 PM",Nr,45.7470,21.2595,210.876543,310000000,27.234567,37000000,20,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100013
"05/29/2026, 5:23 PM",Nr,45.7460,21.2620,260.234567,390000000,34.345678,48000000,19,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100014
"05/29/2026, 5:24 PM",Nr,45.7450,21.2645,320.987654,500000000,43.123456,61000000,18,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100015
"05/29/2026, 5:25 PM",Nr,45.7440,21.2670,280.876543,440000000,37.234567,53000000,19,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100016
"05/29/2026, 5:26 PM",Nr,45.7430,21.2695,350.234567,560000000,48.345678,67000000,17,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100017
"05/29/2026, 5:27 PM",Nr,45.7420,21.2720,400.987654,680000000,55.123456,74000000,16,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100018
"05/29/2026, 5:28 PM",Nr,45.7410,21.2745,370.876543,620000000,51.234567,70000000,17,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100019
"05/29/2026, 5:29 PM",Nr,45.7400,21.2770,290.234567,460000000,39.345678,56000000,19,Timisoara,10.210.112.33,86.124.46.12,https://www.speedtest.net/my-result/a/11640100020
