Date,ConnType,Lat,Lon,Download Speed,Download Size,Upload Speed,Upload Size,Latency,Server,InternalIp,ExternalIp,URL
"05/16/2026, 7:30 AM",Nr,45.7575,21.2290,280.234567,440000000,37.345678,53000000,19,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300001
"05/16/2026, 7:31 AM",Nr,45.7550,21.2350,310.876543,490000000,42.123456,60000000,18,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300002
"05/16/2026, 7:32 AM",Nr,45.7525,21.2420,350.987654,560000000,48.456789,67000000,17,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300003
"05/16/2026, 7:33 AM",Nr,45.7500,21.2490,400.234567,680000000,55.123456,74000000,16,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300004
"05/16/2026, 7:34 AM",Nr,45.7475,21.2560,370.876543,620000000,51.234567,70000000,17,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300005
"05/16/2026, 7:35 AM",Nr,45.7450,21.2630,290.456789,460000000,39.678912,56000000,19,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300006
"05/16/2026, 7:36 AM",Nr,45.7425,21.2700,210.876543,310000000,27.234567,37000000,20,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300007
"05/16/2026, 7:37 AM",Nr,45.7400,21.2770,260.234567,390000000,34.345678,48000000,19,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300008
"05/16/2026, 7:38 AM",Nr,45.7375,21.2840,320.987654,500000000,43.123456,61000000,18,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300009
"05/16/2026, 7:39 AM",Nr,45.7350,21.2910,280.876543,440000000,37.234567,53000000,19,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300010
"05/16/2026, 7:40 AM",Nr,45.7325,21.2980,350.234567,560000000,48.345678,67000000,17,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300011
"05/16/2026, 7:41 AM",Nr,45.7300,21.3050,400.987654,680000000,55.123456,74000000,16,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300012
"05/16/2026, 7:42 AM",Nr,45.7275,21.3120,370.876543,620000000,51.234567,70000000,17,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300013
"05/16/2026, 7:43 AM",Nr,45.7250,21.3190,290.456789,460000000,39.678912,56000000,19,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300014
"05/16/2026, 7:44 AM",Nr,45.7225,21.3260,210.876543,310000000,27.234567,37000000,20,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300015
"05/16/2026, 7:45 AM",Nr,45.7200,21.3330,260.234567,390000000,34.345678,48000000,19,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300016
"05/16/2026, 7:46 AM",Nr,45.7175,21.3400,320.987654,500000000,43.123456,61000000,18,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300017
"05/16/2026, 7:47 AM",Nr,45.7150,21.3470,280.876543,440000000,37.234567,53000000,19,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300018
"05/16/2026, 7:48 AM",Nr,45.7125,21.3540,350.234567,560000000,48.345678,67000000,17,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300019
"05/16/2026, 7:49 AM",Nr,45.7100,21.3610,400.987654,680000000,55.123456,74000000,16,Timisoara,10.210.114.55,86.124.48.33,https://www.speedtest.net/my-result/a/11640300020
